,x,y,start,type,hitsound,end
202,320,192,30861,1,0,0
203,192,192,30986,1,0,0
204,64,192,31111,1,0,0
205,448,192,31236,128,8,31486
206,64,192,31486,128,0,31736
207,320,192,31736,1,2,0
208,448,192,31861,1,0,0
209,192,192,31986,1,0,0
210,64,192,32111,1,0,0
211,448,192,32236,128,8,32486
212,64,192,32486,128,0,32736
213,448,192,32736,1,2,0
214,192,192,32861,1,0,0
215,64,192,32986,1,0,0
216,448,192,33236,1,8,0
217,192,192,33361,1,0,0
218,64,192,33736,1,2,0
219,320,192,33736,1,0,0
220,192,192,34111,1,0,0
221,448,192,34236,1,8,0
222,64,192,34486,1,0,0
223,320,192,34736,1,2,0
224,192,192,35111,1,0,0
225,320,192,35236,1,8,0
226,64,192,35361,1,0,0
227,448,192,35611,1,0,0
228,320,192,35736,1,2,0
229,192,192,35986,1,0,0
230,64,192,36236,1,8,0
231,448,192,36361,1,0,0
232,192,192,36486,1,0,0
233,64,192,36736,1,2,0
234,320,192,36736,1,0,0
235,448,192,36986,1,0,0
236,192,192,37236,1,8,0
237,320,192,37361,1,0,0
238,64,192,37736,1,2,0
239,448,192,37736,1,0,0
240,320,192,38111,1,0,0
241,192,192,38236,1,8,0
242,448,192,38486,1,0,0
243,64,192,38736,1,2,0
244,192,192,38861,1,0,0
245,320,192,38986,1,0,0
246,448,192,39111,1,0,0
247,64,192,39236,128,8,39486
248,448,192,39486,128,0,39736
249,192,192,39736,1,2,0
250,64,192,39861,1,0,0
251,320,192,39986,1,0,0
252,448,192,40111,1,0,0
253,64,192,40236,128,8,40486
254,448,192,40486,128,0,40736
255,192,192,40736,1,2,0
256,320,192,40861,1,0,0
257,448,192,40986,1,0,0
258,64,192,41236,1,8,0
259,320,192,41361,1,0,0
260,64,192,41736,1,10,0
261,448,192,41861,1,10,0
262,320,192,41986,1,10,0
263,192,192,42111,1,10,0
264,448,192,42236,1,10,0
265,64,192,42361,1,10,0
266,192,192,42486,1,10,0
267,320,192,42611,1,10,0
268,64,192,42736,1,10,0
269,192,192,42736,1,4,0
270,448,192,42861,1,2,0
271,320,192,42986,1,2,0
272,64,192,43111,1,10,0
273,320,192,43486,1,2,0
274,448,192,43486,1,8,0
275,64,192,43611,1,2,0
276,192,192,43736,1,2,0
277,448,192,43861,1,10,0
278,64,192,44236,1,8,0
279,192,192,44236,1,2,0
280,448,192,44361,1,2,0
281,320,192,44486,1,2,0
282,64,192,44611,1,10,0
283,64,192,44986,1,2,0
284,192,192,44986,1,8,0
285,448,192,45111,1,2,0
286,320,192,45236,1,2,0
287,192,192,45361,1,10,0
288,320,192,45486,1,2,0
289,64,192,45736,1,10,0
290,448,192,45861,1,2,0
291,192,192,45986,1,10,0
292,320,192,46236,1,2,0
293,448,192,46236,1,8,0
294,64,192,46361,1,2,0
295,192,192,46486,1,2,0
296,320,192,46611,1,10,0
297,64,192,46986,1,2,0
298,192,192,46986,1,8,0
299,448,192,47111,1,2,0
300,320,192,47236,1,2,0
301,192,192,47361,1,10,0
302,320,192,47736,1,8,0
303,448,192,47736,1,2,0
304,64,192,47861,1,2,0
305,192,192,47986,1,2,0
306,320,192,48111,1,10,0
307,320,192,48486,1,2,0
308,448,192,48486,1,8,0
309,64,192,48611,1,2,0
310,192,192,48736,1,2,0
311,448,192,48861,1,10,0
312,320,192,48986,1,2,0
313,192,192,49111,1,2,0
314,64,192,49236,128,10,49486
315,320,192,49486,128,10,49736
316,64,192,49736,1,12,0
317,192,192,49736,1,2,0
318,448,192,49861,1,0,0
319,64,192,50111,1,0,0
320,192,192,50236,1,8,0
321,448,192,50236,1,0,0
322,320,192,50361,128,0,50736
323,64,192,50736,1,8,0
324,192,192,50736,1,0,0
325,448,192,50861,1,0,0
326,64,192,51236,1,8,0
327,192,192,51236,1,0,0
328,448,192,51611,1,0,0
329,192,192,51736,1,8,0
330,320,192,51736,1,2,0
331,64,192,51986,1,0,0
332,192,192,52236,1,8,0
333,448,192,52236,1,2,0
334,320,192,52361,1,0,0
335,64,192,52486,1,0,0
336,192,192,52611,1,0,0
337,320,192,52736,128,8,54236
338,448,192,52736,1,0,0
339,64,192,52986,1,0,0
340,192,192,53236,1,8,0
341,64,192,53736,1,8,0
342,192,192,53986,1,0,0
343,64,192,54236,1,8,0
344,448,192,54236,1,0,0
345,192,192,54361,1,0,0
346,320,192,54736,1,8,0
347,448,192,54736,1,0,0
348,192,192,54861,1,0,0
349,320,192,55111,1,0,0
350,64,192,55236,1,8,0
351,448,192,55236,1,2,0
352,192,192,55486,1,0,0
353,320,192,55736,1,8,0
354,448,192,55736,1,2,0
355,64,192,55986,1,8,0
356,192,192,55986,1,0,0
357,448,192,56236,1,8,0
358,320,192,56361,1,0,0
359,192,192,56486,1,8,0
360,64,192,56611,1,0,0
361,320,192,56736,1,8,0
362,448,192,56736,1,0,0
363,192,192,56986,1,8,0
364,64,192,57236,1,8,0
365,320,192,57236,1,0,0
366,448,192,57486,1,8,0
367,64,192,57736,1,8,0
368,192,192,57736,1,0,0
369,320,192,57986,1,8,0
370,64,192,58236,1,8,0
371,448,192,58236,1,0,0
372,192,192,58486,1,8,0
373,64,192,58736,1,8,0
374,320,192,58736,1,2,0
375,448,192,58986,1,8,0
376,192,192,59236,1,8,0
377,320,192,59236,1,2,0
378,64,192,59486,1,8,0
379,320,192,59736,1,8,0
380,448,192,59736,1,0,0
381,192,192,59986,1,8,0
382,64,192,60236,1,8,0
383,448,192,60236,1,0,0
384,320,192,60361,1,8,0
385,192,192,60486,1,8,0
386,64,192,60611,1,8,0
387,448,192,60736,1,8,0
388,64,192,60986,1,8,0
389,192,192,60986,1,0,0
390,448,192,61111,1,8,0
391,320,192,61236,1,8,0
392,64,192,61361,1,8,0
393,448,192,61486,128,8,61736
394,192,192,61736,1,8,0
395,320,192,61736,128,0,61986
396,64,192,61986,128,8,62236
397,192,192,62236,128,8,62486
398,448,192,62236,1,2,0
399,320,192,62486,128,8,62736
400,64,192,62736,1,8,0
401,192,192,62736,1,2,0
402,448,192,62861,1,8,0
403,320,192,62986,1,8,0
404,192,192,63111,1,8,0
405,64,192,63236,1,8,0
406,448,192,63236,1,0,0
407,320,192,63361,1,8,0
408,64,192,63486,1,8,0
409,192,192,63486,1,0,0
410,320,192,63611,1,8,0
411,448,192,63736,1,0,0
412,192,192,63986,1,0,0
413,64,192,64111,1,0,0
414,320,192,64361,1,0,0
415,192,192,64611,1,0,0
416,320,192,64861,1,0,0
417,64,192,65111,1,0,0
418,320,192,65361,1,0,0
419,448,192,65486,1,0,0
420,64,192,65736,1,2,0
421,192,192,65736,1,4,0
422,320,192,65986,1,0,0
423,448,192,66111,1,0,0
424,64,192,66236,1,2,0
425,320,192,66361,1,0,0
426,192,192,66611,1,0,0
427,448,192,66736,1,2,0
428,64,192,66861,1,0,0
429,448,192,67111,1,0,0
430,320,192,67236,1,2,0
431,64,192,67361,1,0,0
432,320,192,67611,1,0,0
433,192,192,67736,1,2,0
434,448,192,67736,1,0,0
435,64,192,67861,1,0,0
436,320,192,68111,1,0,0
437,192,192,68236,1,2,0
438,448,192,68402,1,0,0
439,320,192,68569,1,0,0
440,64,192,68736,1,2,0
441,192,192,68902,1,0,0
442,448,192,69069,1,0,0
443,64,192,69236,1,2,0
444,320,192,69423,1,0,0
445,448,192,69611,1,0,0
446,64,192,69736,1,2,0
447,192,192,69736,1,0,0
448,320,192,69986,1,0,0
449,64,192,70111,1,0,0
450,448,192,70236,1,2,0
451,320,192,70361,1,0,0
452,64,192,70611,1,0,0
453,448,192,70736,1,2,0
454,320,192,70861,1,0,0
455,192,192,71111,1,0,0
456,64,192,71236,1,2,0
457,448,192,71361,1,0,0
458,192,192,71611,1,0,0
459,320,192,71736,1,2,0
460,448,192,71736,1,0,0
461,64,192,71861,1,0,0
462,192,192,72111,1,0,0
463,448,192,72236,1,2,0
464,64,192,72361,1,0,0
465,320,192,72486,1,0,0
466,192,192,72736,1,2,0
467,320,192,72861,1,0,0
468,448,192,73111,1,0,0
469,64,192,73236,1,2,0
470,320,192,73361,1,0,0
471,64,192,73611,1,0,0
472,320,192,73736,1,2,0
473,448,192,73736,1,0,0
474,192,192,73986,1,0,0
475,320,192,74111,1,0,0
476,64,192,74236,1,8,0
477,192,192,74361,1,0,0
478,320,192,74611,1,0,0
479,192,192,74736,1,2,0
480,448,192,74861,1,0,0
481,64,192,75111,1,0,0
482,192,192,75236,1,8,0
483,448,192,75361,1,0,0
484,192,192,75611,1,0,0
485,64,192,75736,1,2,0
486,320,192,75736,1,0,0
487,448,192,75861,1,0,0
488,192,192,76111,1,0,0
489,320,192,76236,1,8,0
490,64,192,76402,1,0,0
491,192,192,76569,1,0,0
492,448,192,76736,1,2,0
493,320,192,76902,1,0,0
494,64,192,77069,1,0,0
495,448,192,77236,1,8,0
496,192,192,77423,1,0,0
497,64,192,77611,1,0,0
498,320,192,77736,1,2,0
499,448,192,77736,1,0,0
500,192,192,77986,1,0,0
501,320,192,78111,1,0,0
502,64,192,78236,1,8,0
503,192,192,78361,1,0,0
504,320,192,78611,1,0,0
505,448,192,78736,1,2,0
506,192,192,78861,1,0,0
507,64,192,79111,1,0,0
508,448,192,79236,1,8,0
509,192,192,79361,1,0,0
510,448,192,79486,1,0,0
511,320,192,79611,1,0,0
512,64,192,79736,1,0,0
513,448,192,79861,1,0,0
514,192,192,80111,1,0,0
515,320,192,80319,1,0,0
516,64,192,80486,128,0,80986
517,64,192,81736,1,6,0
518,192,192,81736,1,0,0
519,320,192,81986,1,8,0
520,448,192,81986,1,0,0
521,192,192,82111,1,0,0
522,64,192,82236,1,2,0
523,320,192,82361,1,0,0
524,192,192,82486,1,8,0
525,448,192,82486,1,0,0
526,320,192,82611,1,0,0
527,64,192,82861,1,0,0
528,320,192,82986,1,8,0
529,448,192,82986,1,0,0
530,192,192,83111,1,0,0
531,320,192,83236,128,2,83486
532,64,192,83486,128,8,83736
533,192,192,83486,1,0,0
534,320,192,83736,1,2,0
535,192,192,83861,1,0,0
536,64,192,83986,1,8,0
537,448,192,83986,1,0,0
538,192,192,84111,1,0,0
539,320,192,84236,1,2,0
540,64,192,84361,1,0,0
541,320,192,84486,1,8,0
542,448,192,84486,1,0,0
543,192,192,84611,1,0,0
544,64,192,84861,1,0,0
545,192,192,84986,1,8,0
546,448,192,84986,1,0,0
547,320,192,85111,1,0,0
548,192,192,85361,1,0,0
549,64,192,85486,1,8,0
550,448,192,85486,1,0,0
551,192,192,85736,1,2,0
552,320,192,85736,1,0,0
553,64,192,85986,1,8,0
554,448,192,85986,1,0,0
555,320,192,86111,1,0,0
556,192,192,86236,1,2,0
557,320,192,86361,1,0,0
558,64,192,86486,1,8,0
559,448,192,86486,1,0,0
560,192,192,86611,1,0,0
561,320,192,86861,1,0,0
562,192,192,86986,1,8,0
563,448,192,86986,1,0,0
564,64,192,87111,1,0,0
565,320,192,87236,128,2,87486
566,64,192,87486,128,8,87736
567,192,192,87486,1,0,0
568,320,192,87736,128,2,87986
569,64,192,87986,1,8,0
570,192,192,87986,1,0,0
571,448,192,88111,128,0,88361
572,320,192,88361,1,0,0
573,64,192,88486,1,8,0
574,192,192,88486,1,0,0
575,448,192,88611,1,0,0
576,320,192,88736,128,2,88986
577,64,192,88986,1,8,0
578,192,192,88986,1,0,0
579,448,192,89236,1,2,0
580,320,192,89361,1,0,0
581,64,192,89486,1,8,0
582,192,192,89611,1,8,0
583,320,192,89736,1,6,0
584,448,192,89736,1,0,0
585,64,192,89986,1,8,0
586,192,192,89986,1,0,0
587,320,192,90111,1,0,0
588,448,192,90236,1,2,0
589,192,192,90361,1,0,0
590,64,192,90486,1,8,0
591,320,192,90486,1,0,0
592,192,192,90611,1,0,0
593,448,192,90861,1,0,0
594,64,192,90986,1,8,0
595,192,192,90986,1,0,0
596,320,192,91111,1,0,0
597,192,192,91236,128,2,91486
598,320,192,91486,1,8,0
599,448,192,91486,128,0,91736
600,192,192,91736,1,2,0
601,320,192,91861,1,0,0
602,64,192,91986,1,8,0
603,448,192,91986,1,0,0
604,320,192,92111,1,0,0
605,192,192,92236,1,2,0
606,448,192,92361,1,0,0
607,64,192,92486,1,8,0
608,192,192,92486,1,0,0
609,320,192,92611,1,0,0
610,448,192,92861,1,0,0
611,64,192,92986,1,8,0
612,320,192,92986,1,0,0
613,192,192,93111,1,0,0
614,320,192,93361,1,0,0
615,64,192,93486,1,8,0
616,448,192,93486,1,0,0
617,192,192,93736,1,2,0
618,320,192,93736,1,0,0
619,64,192,93986,1,8,0
620,448,192,93986,1,0,0
621,192,192,94111,1,0,0
622,320,192,94236,1,2,0
623,192,192,94361,1,0,0
624,64,192,94486,1,8,0
625,448,192,94486,1,0,0
626,320,192,94611,1,0,0
627,192,192,94861,1,0,0
628,64,192,94986,1,8,0
629,320,192,94986,1,0,0
630,448,192,95111,1,0,0
631,192,192,95236,128,2,95486
632,320,192,95486,128,8,95736
633,448,192,95486,1,0,0
634,64,192,95736,1,2,0
635,64,192,95986,1,8,0
636,192,192,95986,1,0,0
637,320,192,96111,1,0,0
638,448,192,96236,1,2,0
639,64,192,96361,1,0,0
640,192,192,96486,1,8,0
641,320,192,96486,1,0,0
642,64,192,96736,1,2,0
643,192,192,96861,1,0,0
644,448,192,96986,1,0,0
645,320,192,97111,1,0,0
646,192,192,97236,1,2,0
647,64,192,97361,1,0,0
648,448,192,97486,1,0,0
649,320,192,97611,1,0,0
650,64,192,97736,1,6,0
651,192,192,97736,1,0,0
652,320,192,97986,1,8,0
653,448,192,97986,1,0,0
654,192,192,98236,1,2,0
655,64,192,98486,1,8,0
656,448,192,98486,1,0,0
657,320,192,98736,1,2,0
658,64,192,98986,1,8,0
659,192,192,98986,1,0,0
660,448,192,99236,1,2,0
661,192,192,99486,1,8,0
662,320,192,99486,1,0,0
663,64,192,99736,1,2,0
664,320,192,99986,1,8,0
665,448,192,99986,1,0,0
666,192,192,100236,1,2,0
667,320,192,100402,1,0,0
668,448,192,100569,1,0,0
669,64,192,100736,1,2,0
670,192,192,100736,1,0,0
671,320,192,100902,1,0,0
672,64,192,101069,1,0,0
673,192,192,101236,1,2,0
674,448,192,101236,128,0,101736
675,320,192,101486,128,10,101736
676,64,192,101736,1,2,0
677,192,192,101736,1,0,0
678,320,192,101986,1,8,0
679,448,192,101986,1,0,0
680,64,192,102236,1,2,0
681,192,192,102486,1,8,0
682,448,192,102486,1,0,0
683,320,192,102736,1,2,0
684,64,192,102986,1,8,0
685,192,192,102986,1,0,0
686,320,192,103236,1,2,0
687,64,192,103486,1,8,0
688,448,192,103486,1,0,0
689,192,192,103736,1,2,0
690,320,192,103986,1,8,0
691,448,192,103986,1,0,0
692,64,192,104236,1,2,0
693,192,192,104486,1,8,0
694,320,192,104486,1,0,0
695,64,192,104736,1,2,0
696,192,192,104861,1,2,0
697,448,192,104986,1,8,0
698,320,192,105111,1,2,0
699,192,192,105236,1,2,0
700,64,192,105361,1,2,0
701,320,192,105486,1,2,0
702,448,192,105611,1,2,0
703,64,192,105736,1,14,0
704,192,192,105736,1,0,0
705,448,192,105986,1,8,0
706,320,192,106111,1,8,0
707,64,192,106236,1,10,0
708,192,192,106236,1,0,0
709,320,192,106486,1,8,0
710,64,192,106736,1,10,0
711,448,192,106736,1,0,0
712,320,192,106861,1,8,0
713,192,192,106986,1,8,0
714,448,192,107111,1,8,0
715,64,192,107236,1,10,0
716,192,192,107236,1,0,0
717,320,192,107486,1,8,0
718,64,192,107736,1,10,0
719,448,192,107736,1,0,0
720,192,192,107861,1,8,0
721,320,192,107986,1,8,0
722,448,192,108111,1,8,0
723,64,192,108236,1,10,0
724,192,192,108236,1,0,0
725,320,192,108486,1,8,0
726,64,192,108736,1,10,0
727,448,192,108736,1,0,0
728,320,192,108861,1,8,0
729,192,192,108986,1,8,0
730,64,192,109111,1,8,0
731,320,192,109236,1,10,0
732,448,192,109236,1,0,0
733,192,192,109486,1,8,0
734,64,192,109736,1,10,0
735,448,192,109736,1,0,0
736,320,192,109861,1,10,0
737,192,192,109986,1,10,0
738,64,192,110111,1,8,0
739,448,192,110111,1,2,0
740,192,192,110361,1,8,0
741,320,192,110361,1,2,0
742,448,192,110486,1,10,0
743,64,192,110611,1,8,0
744,192,192,110611,1,2,0
745,320,192,110861,1,2,0
746,448,192,110861,1,8,0
747,192,192,110986,1,10,0
748,64,192,111111,1,2,0
749,448,192,111111,1,8,0
750,192,192,111361,1,8,0
751,320,192,111361,1,2,0
752,448,192,111611,1,10,0
753,64,192,111736,1,10,0
754,320,192,111861,1,10,0
755,448,192,111986,1,10,0
756,192,192,112111,1,10,0
757,320,192,112236,1,10,0
758,64,192,112361,1,10,0
759,320,192,112486,1,10,0
760,448,192,112611,1,10,0
761,64,192,112736,1,2,0
762,192,192,112736,128,8,112986
763,320,192,112986,128,2,113236
764,448,192,112986,1,8,0
765,64,192,113236,128,2,113486
766,192,192,113236,1,8,0
767,320,192,113486,1,2,0
768,448,192,113486,128,8,113736
769,64,192,113736,1,0,0
770,320,192,113986,1,0,0
771,192,192,114111,1,0,0
772,448,192,114361,1,0,0
773,320,192,114486,1,0,0
774,192,192,114611,1,0,0
775,320,192,114861,1,0,0
776,448,192,114986,1,0,0
777,64,192,115111,1,0,0
778,320,192,115361,1,0,0
779,192,192,115486,1,0,0
780,64,192,115736,1,0,0
781,448,192,115736,1,0,0
782,192,192,115861,1,0,0
783,320,192,115986,1,0,0
784,448,192,116111,1,0,0
785,192,192,116361,1,0,0
786,320,192,116486,1,0,0
787,64,192,116611,1,0,0
788,192,192,116861,1,0,0
789,320,192,116986,1,0,0
790,448,192,117111,1,0,0
791,192,192,117361,1,0,0
792,64,192,117486,1,0,0
793,320,192,117736,1,0,0
794,448,192,117736,1,0,0
795,192,192,117861,1,0,0
796,64,192,117986,1,0,0
797,320,192,118111,1,0,0
798,192,192,118361,1,0,0
799,320,192,118486,1,0,0
800,448,192,118611,1,0,0
801,64,192,118861,1,0,0
802,192,192,118986,1,0,0
803,320,192,119111,1,0,0
804,448,192,119361,1,0,0
805,320,192,119486,1,0,0
806,192,192,119611,1,0,0
807,64,192,119736,128,0,120756
808,448,192,120756,1,0,0
809,64,192,121006,1,0,0
810,448,192,121256,1,0,0
811,64,192,121506,1,0,0
812,320,192,121756,1,0,0
813,192,192,122006,1,0,0
814,320,192,122256,1,0,0
815,192,192,122506,1,0,0
816,448,192,122756,1,0,0
817,64,192,123006,1,0,0
818,448,192,123256,1,0,0
819,64,192,123506,1,0,0
820,320,192,123756,1,0,0
821,192,192,124006,1,0,0
822,320,192,124256,1,0,0
823,192,192,124506,1,0,0
824,320,192,124756,128,0,125256
