,x,y,start,type,hitsound,end
254,320,192,59434,1,2,0
255,192,192,59731,1,8,0
256,64,192,60028,1,2,0
257,192,192,60177,1,2,0
258,320,192,60251,1,2,0
259,448,192,60326,1,8,0
260,320,192,60474,1,2,0
261,64,192,60623,1,6,0
262,192,192,60623,1,4,0
263,320,192,60920,1,8,0
264,192,192,61217,1,6,0
265,64,192,61217,1,4,0
266,64,192,61514,1,8,0
267,448,192,61662,1,0,0
268,320,192,61811,1,2,0
269,192,192,62108,1,2,0
270,320,192,62405,1,2,0
271,192,192,62702,1,2,0
272,64,192,62999,1,6,0
273,320,192,63296,1,2,0
274,192,192,63444,1,2,0
275,64,192,63890,128,0,64187
276,448,192,64187,1,6,0
277,320,192,64484,1,8,0
278,192,192,64781,1,2,0
279,320,192,65078,1,8,0
280,64,192,65375,1,2,0
281,192,192,65672,1,8,0
282,448,192,65969,1,2,0
283,320,192,66266,1,8,0
284,64,192,66415,1,2,0
285,192,192,66563,1,2,0
286,320,192,66860,1,8,0
287,448,192,67157,1,2,0
288,320,192,67454,1,8,0
289,192,192,67751,1,2,0
290,64,192,68048,1,8,0
291,448,192,68345,1,2,0
292,320,192,68494,1,2,0
293,192,192,68642,1,8,0
294,64,192,68791,1,2,0
295,320,192,68939,1,2,0
296,448,192,69236,1,8,0
297,320,192,69236,1,0,0
298,64,192,69533,1,2,0
299,320,192,69830,1,8,0
300,192,192,69830,1,0,0
301,192,192,70128,1,2,0
302,448,192,70425,1,8,0
303,320,192,70425,1,0,0
304,64,192,70722,1,0,0
305,448,192,71019,1,8,0
306,192,192,71167,1,2,0
307,320,192,71316,1,2,0
308,192,192,71613,1,8,0
309,448,192,71910,1,8,0
310,64,192,72058,1,2,0
311,192,192,72132,1,8,0
312,320,192,72207,1,2,0
313,448,192,72355,1,2,0
314,320,192,72429,1,8,0
315,192,192,72504,1,2,0
316,320,192,72652,1,2,0
317,64,192,72801,1,2,0
318,448,192,72949,1,2,0
319,192,192,73098,1,2,0
320,320,192,73172,1,2,0
321,448,192,73246,1,2,0
322,64,192,73395,1,2,0
323,192,192,73543,1,2,0
324,320,192,73692,1,6,0
325,448,192,73692,1,4,0
326,192,192,73989,1,8,0
327,320,192,74286,1,2,0
328,64,192,74583,1,8,0
329,448,192,74880,1,2,0
330,192,192,75177,1,8,0
331,320,192,75474,1,2,0
332,448,192,75771,1,8,0
333,448,192,75920,1,2,0
334,64,192,76068,1,2,0
335,320,192,76365,1,8,0
336,192,192,76662,1,2,0
337,448,192,76959,1,8,0
338,64,192,77256,1,2,0
339,320,192,77553,1,8,0
340,64,192,77850,1,4,0
341,448,192,77999,1,2,0
342,192,192,78147,1,4,0
343,448,192,78296,1,2,0
344,320,192,78444,1,4,0
345,64,192,78741,1,8,0
346,320,192,79038,1,2,0
347,192,192,79335,1,8,0
348,448,192,79632,1,4,0
349,64,192,79781,1,0,0
350,192,192,79929,1,8,0
351,320,192,80078,1,0,0
352,192,192,80227,1,2,0
353,448,192,80375,1,0,0
354,320,192,80524,1,8,0
355,192,192,80672,1,2,0
356,64,192,80821,128,2,82009
357,320,192,82009,1,6,0
358,320,192,82231,1,6,0
359,320,192,82454,1,6,0
360,64,192,82603,1,2,0
361,192,192,82677,1,2,0
362,320,192,82751,1,2,0
363,192,192,82900,1,2,0
364,448,192,83048,1,2,0
365,192,192,83197,1,6,0
366,64,192,83197,1,4,0
367,192,192,83494,1,2,0
368,320,192,83494,1,0,0
369,64,192,83791,1,2,0
370,192,192,83791,1,0,0
371,320,192,84088,1,2,0
372,448,192,84088,1,0,0
373,64,192,84385,1,2,0
374,448,192,84385,1,0,0
375,64,192,84533,1,2,0
376,448,192,84533,1,0,0
377,192,192,84682,1,2,0
378,320,192,84682,1,0,0
379,192,192,84830,1,2,0
380,320,192,84830,1,0,0
381,64,192,84979,1,2,0
382,448,192,84979,1,0,0
