,x,y,start,type,hitsound,end
82,448,192,11761,1,0,0
83,320,192,12058,1,8,0
84,448,192,12058,1,0,0
85,320,192,12355,1,8,0
86,448,192,12355,1,0,0
87,64,192,12504,1,8,0
88,192,192,12578,1,8,0
89,320,192,12652,1,8,0
90,448,192,12652,1,0,0
91,448,192,12801,1,0,0
92,64,192,12801,1,0,0
93,192,192,12949,1,2,0
94,320,192,12949,1,0,0
95,64,192,13098,1,6,0
96,448,192,13098,1,4,0
97,192,192,13395,1,8,0
98,64,192,13395,1,0,0
99,448,192,13692,1,2,0
100,64,192,13692,1,0,0
101,320,192,13840,1,0,0
102,192,192,13989,1,8,0
103,64,192,14137,1,0,0
104,320,192,14137,1,0,0
105,64,192,14434,1,0,0
106,448,192,14434,1,0,0
107,320,192,14731,1,0,0
108,448,192,14731,1,0,0
109,192,192,14880,1,2,0
110,64,192,15028,1,0,0
111,192,192,15177,1,8,0
112,320,192,15326,1,2,0
113,192,192,15474,1,2,0
114,448,192,15474,1,0,0
115,64,192,15771,1,8,0
116,320,192,15771,1,0,0
117,192,192,15920,1,0,0
118,320,192,16068,1,2,0
119,448,192,16217,1,0,0
120,64,192,16514,1,0,0
121,320,192,16514,1,0,0
122,192,192,16811,1,0,0
123,448,192,16811,1,0,0
124,192,192,17108,1,0,0
125,320,192,17256,1,4,0
126,448,192,17256,1,0,0
127,64,192,17405,1,0,0
128,192,192,17405,1,0,0
129,320,192,17553,1,4,0
130,448,192,17553,1,0,0
131,192,192,17702,1,2,0
132,320,192,17776,1,0,0
133,64,192,17850,1,4,0
134,448,192,17850,1,0,0
135,320,192,18147,1,8,0
136,64,192,18147,1,0,0
137,448,192,18444,1,2,0
138,192,192,18444,1,0,0
139,320,192,18741,1,8,0
140,448,192,18741,1,0,0
141,192,192,18890,1,0,0
142,448,192,19187,1,8,0
143,64,192,19187,1,0,0
144,192,192,19484,1,8,0
145,320,192,19632,1,2,0
146,448,192,19632,1,0,0
147,320,192,19781,1,8,0
148,192,192,19781,1,0,0
149,192,192,19929,1,2,0
150,64,192,19929,1,0,0
151,192,192,20078,1,8,0
152,320,192,20078,1,0,0
153,64,192,20227,1,8,0
154,448,192,20227,1,0,0
155,320,192,20375,1,8,0
156,192,192,20524,1,8,0
157,64,192,20672,1,8,0
158,192,192,20821,1,8,0
159,64,192,20969,1,8,0
160,448,192,20969,1,0,0
161,192,192,21266,1,8,0
162,64,192,21415,1,2,0
163,448,192,21415,1,0,0
164,64,192,21637,1,2,0
165,448,192,21637,1,0,0
166,64,192,21860,1,2,0
167,448,192,21860,1,0,0
168,192,192,22009,1,2,0
169,320,192,22009,1,0,0
170,448,192,22083,1,2,0
171,64,192,22083,1,0,0
172,192,192,22157,1,2,0
173,320,192,22157,1,0,0
174,64,192,22306,1,2,0
175,448,192,22306,1,0,0
176,320,192,22454,1,2,0
177,64,192,22454,1,0,0
178,64,192,22603,1,2,0
179,192,192,22603,1,0,0
180,64,192,22900,1,2,0
181,448,192,22900,1,0,0
182,64,192,23197,1,8,0
183,192,192,23197,1,0,0
184,64,192,23494,1,2,0
185,448,192,23494,1,0,0
186,64,192,23791,1,8,0
187,192,192,23791,1,2,0
188,64,192,23939,1,2,0
189,192,192,23939,1,0,0
190,64,192,24088,1,2,0
191,192,192,24088,1,0,0
192,64,192,24236,1,2,0
193,320,192,24236,1,0,0
194,448,192,24385,1,2,0
195,64,192,24385,1,0,0
196,64,192,24979,1,6,0
197,448,192,24979,1,4,0
198,320,192,25276,1,8,0
199,192,192,25425,1,0,0
200,448,192,25425,1,0,0
201,64,192,25722,1,2,0
202,192,192,25722,1,0,0
203,448,192,25870,1,0,0
204,320,192,25944,1,0,0
205,192,192,26019,1,0,0
206,64,192,26093,1,0,0
207,192,192,26167,1,2,0
208,448,192,26167,1,0,0
209,64,192,26464,1,8,0
210,320,192,26464,1,0,0
211,448,192,26761,128,0,26910
212,64,192,26910,128,2,27058
213,192,192,27058,128,0,27207
214,320,192,27207,128,0,27355
215,64,192,27355,1,2,0
216,320,192,27504,128,0,27801
217,448,192,27801,128,0,27949
218,320,192,27949,128,0,28098
219,64,192,28098,1,2,0
220,192,192,28246,128,0,28395
221,320,192,28395,1,0,0
222,320,192,28692,128,0,28840
223,64,192,28989,128,2,29137
224,192,192,29137,1,2,0
225,448,192,29286,1,0,0
226,320,192,29360,1,0,0
227,192,192,29434,1,2,0
228,320,192,29583,1,0,0
229,320,192,29731,128,2,29880
230,64,192,29731,1,0,0
231,192,192,29880,1,0,0
232,448,192,30177,128,0,30326
233,192,192,30326,128,0,30474
234,320,192,30474,1,2,0
235,192,192,30771,1,0,0
236,320,192,30920,128,2,31068
237,448,192,30920,128,0,31068
238,192,192,31217,128,8,31365
239,64,192,31217,128,0,31365
240,320,192,31514,128,0,31662
241,448,192,31514,128,0,31662
242,64,192,31811,128,0,31959
243,192,192,31811,128,0,31959
244,320,192,31959,128,0,32108
245,448,192,31959,128,0,32108
246,192,192,32108,128,2,32256
247,64,192,32108,128,0,32256
248,448,192,32405,128,8,32553
249,192,192,32405,128,0,32553
250,64,192,32702,128,0,32850
251,448,192,32850,128,0,32999
252,320,192,32999,128,2,33147
253,192,192,33147,128,0,33296
254,64,192,33296,1,2,0
255,320,192,33296,1,0,0
256,64,192,33593,1,0,0
257,192,192,33593,1,0,0
258,320,192,33890,1,0,0
259,448,192,33890,1,0,0
260,448,192,34038,1,2,0
261,192,192,34038,1,0,0
262,64,192,34187,1,2,0
263,448,192,34187,1,0,0
264,192,192,34335,1,2,0
265,448,192,34335,1,0,0
266,320,192,34484,1,0,0
267,64,192,34484,128,0,34632
268,192,192,34781,1,4,0
269,448,192,34781,1,2,0
270,64,192,34929,1,0,0
271,320,192,34929,1,0,0
272,448,192,35227,1,0,0
273,192,192,35227,1,0,0
274,320,192,35375,1,8,0
275,192,192,35449,1,0,0
276,64,192,35524,1,0,0
277,192,192,35598,1,0,0
278,320,192,35672,1,2,0
279,448,192,35672,128,0,35821
280,448,192,35969,128,8,36118
281,320,192,35969,1,0,0
282,448,192,36266,128,2,36860
283,320,192,36415,128,0,36860
284,64,192,36563,128,8,36860
285,192,192,36712,128,0,36860
286,448,192,37009,128,0,37306
287,192,192,37306,128,0,37454
288,64,192,37454,128,2,37603
289,320,192,37454,128,0,37603
290,448,192,37751,128,8,37900
291,192,192,37900,1,0,0
292,320,192,38197,1,0,0
293,64,192,38197,1,0,0
294,192,192,38494,1,0,0
295,448,192,38494,1,0,0
296,320,192,38642,1,2,0
297,192,192,38791,1,0,0
298,64,192,38865,1,0,0
299,192,192,38939,1,8,0
300,448,192,38939,1,0,0
301,320,192,39088,1,0,0
302,64,192,39236,1,4,0
303,448,192,39236,1,2,0
304,192,192,39236,1,0,0
305,320,192,39682,1,0,0
306,320,192,39830,128,0,39979
307,192,192,40276,1,0,0
308,192,192,40425,128,0,40573
309,448,192,40425,128,0,40573
310,320,192,40722,128,8,40870
311,64,192,40722,128,0,40870
312,192,192,41019,128,0,41167
313,448,192,41019,128,0,41167
314,320,192,41316,128,8,41464
315,64,192,41316,128,0,41464
316,192,192,41464,128,0,41613
317,448,192,41464,128,0,41613
318,64,192,41613,1,10,0
319,320,192,41613,1,8,0
320,64,192,41910,1,8,0
321,320,192,41910,1,0,0
322,448,192,42207,1,8,0
323,192,192,42207,1,2,0
324,320,192,42355,1,8,0
325,64,192,42355,1,0,0
326,192,192,42504,1,8,0
327,448,192,42504,1,0,0
328,320,192,42652,1,8,0
329,64,192,42652,1,0,0
330,448,192,42801,128,10,43098
331,192,192,43098,128,0,43395
332,320,192,43098,1,0,0
333,320,192,43395,1,0,0
334,448,192,43543,1,0,0
335,320,192,43692,1,0,0
336,192,192,43840,1,0,0
337,64,192,43989,1,6,0
338,320,192,43989,1,4,0
339,448,192,43989,1,0,0
340,64,192,44286,1,8,0
341,192,192,44286,1,0,0
342,448,192,44286,1,0,0
343,64,192,44583,1,2,0
344,320,192,44583,1,0,0
345,448,192,44583,1,0,0
346,64,192,44880,1,8,0
347,192,192,44880,1,0,0
348,448,192,44880,1,0,0
349,448,192,45177,1,2,0
350,320,192,45177,1,0,0
351,192,192,45326,1,0,0
352,64,192,45326,1,0,0
353,320,192,45474,1,8,0
354,448,192,45474,1,0,0
355,192,192,45623,1,0,0
356,64,192,45623,1,0,0
357,320,192,45771,1,2,0
358,448,192,45771,1,0,0
359,320,192,46068,1,2,0
360,192,192,46068,1,0,0
361,64,192,46365,1,4,0
362,448,192,46365,1,0,0
363,64,192,46662,1,8,0
364,192,192,46662,1,0,0
365,320,192,46959,1,2,0
366,448,192,46959,1,0,0
367,320,192,47256,1,8,0
368,192,192,47256,1,0,0
369,64,192,47405,1,0,0
370,192,192,47553,1,2,0
371,448,192,47553,1,0,0
372,320,192,47553,1,0,0
373,192,192,47850,1,2,0
374,320,192,47850,1,0,0
375,64,192,47850,1,0,0
376,320,192,48147,1,2,0
377,448,192,48147,1,0,0
378,192,192,48147,1,0,0
379,192,192,48444,1,2,0
380,320,192,48444,1,0,0
381,64,192,48444,1,0,0
382,64,192,48741,1,6,0
383,192,192,48741,1,4,0
384,448,192,48741,1,0,0
385,448,192,49038,1,8,0
386,192,192,49038,1,0,0
387,64,192,49335,1,2,0
388,320,192,49335,1,0,0
389,192,192,49632,1,8,0
390,448,192,49632,1,0,0
391,320,192,49781,1,0,0
392,64,192,49929,1,2,0
393,192,192,49929,1,0,0
394,192,192,50078,1,0,0
395,320,192,50078,1,0,0
396,448,192,50227,1,8,0
397,320,192,50227,1,0,0
398,192,192,50375,1,0,0
399,320,192,50375,1,0,0
400,64,192,50524,1,2,0
401,192,192,50524,1,0,0
402,320,192,50821,1,8,0
403,448,192,50821,1,2,0
404,64,192,51118,1,6,0
405,192,192,51118,1,4,0
406,320,192,51118,1,0,0
407,320,192,51415,1,8,0
408,448,192,51415,1,0,0
409,64,192,51712,1,2,0
410,192,192,51712,1,0,0
411,64,192,52009,1,8,0
412,320,192,52009,1,0,0
413,192,192,52306,1,2,0
414,320,192,52306,1,0,0
415,64,192,52306,1,0,0
416,192,192,52603,1,2,0
417,320,192,52603,1,0,0
418,448,192,52603,1,0,0
419,64,192,52900,1,2,0
420,192,192,52900,1,0,0
421,320,192,52900,1,0,0
422,448,192,53197,1,2,0
423,320,192,53271,1,2,0
424,192,192,53345,1,2,0
425,64,192,53420,1,2,0
426,192,192,53494,1,6,0
427,448,192,53494,1,4,0
428,320,192,53791,1,8,0
429,448,192,53791,1,0,0
430,192,192,54088,1,2,0
431,448,192,54088,1,0,0
432,320,192,54385,1,8,0
433,448,192,54385,1,0,0
434,64,192,54682,1,2,0
435,192,192,54830,1,0,0
436,320,192,54979,1,8,0
437,448,192,55128,1,0,0
438,64,192,55276,1,2,0
439,320,192,55276,1,0,0
440,192,192,55573,1,8,0
441,448,192,55573,1,2,0
442,64,192,55870,128,6,56019
443,192,192,55870,128,4,56019
444,320,192,55870,128,0,56019
445,64,192,56167,128,8,56316
446,192,192,56167,128,0,56316
447,320,192,56167,128,0,56316
448,192,192,56464,128,2,56613
449,320,192,56464,128,0,56613
450,448,192,56464,128,0,56613
451,192,192,56761,128,8,56910
452,64,192,56761,128,0,56910
453,320,192,56910,128,0,57058
454,192,192,57058,128,2,57207
455,64,192,57058,128,0,57207
456,448,192,57058,128,0,57207
457,64,192,57355,128,2,57504
458,192,192,57355,128,0,57504
459,448,192,57355,128,0,57504
460,448,192,57652,128,2,57801
461,192,192,57652,128,0,57801
462,64,192,57652,128,0,57801
463,64,192,57949,128,2,58098
464,192,192,57949,128,0,58098
465,448,192,57949,128,0,58098
466,64,192,58246,1,6,0
467,192,192,58246,1,4,0
468,448,192,58246,1,0,0
469,192,192,58543,1,8,0
470,448,192,58543,1,0,0
471,64,192,58840,1,2,0
472,320,192,58840,1,0,0
473,448,192,58840,1,0,0
474,192,192,59137,1,8,0
475,320,192,59286,1,0,0
476,448,192,59434,128,2,59583
477,320,192,59583,128,0,59731
478,192,192,59731,128,8,59880
479,64,192,59880,128,0,60028
480,192,192,60028,1,2,0
481,448,192,60028,1,0,0
482,320,192,60326,1,8,0
483,448,192,60326,1,2,0
484,64,192,60623,1,6,0
485,192,192,60623,1,4,0
486,320,192,60920,1,8,0
487,448,192,60920,1,0,0
488,64,192,61217,1,6,0
489,320,192,61217,1,4,0
490,192,192,61514,1,8,0
491,448,192,61514,1,0,0
492,448,192,61811,1,2,0
493,320,192,61811,1,0,0
494,192,192,61811,1,0,0
495,64,192,62108,1,2,0
496,192,192,62108,1,0,0
497,320,192,62108,1,0,0
498,192,192,62405,1,2,0
499,320,192,62405,1,0,0
500,448,192,62405,1,0,0
501,64,192,62702,1,2,0
502,320,192,62702,1,0,0
503,448,192,62702,1,0,0
504,64,192,62999,1,6,0
505,192,192,62999,1,4,0
506,448,192,62999,1,0,0
507,64,192,63296,1,2,0
508,320,192,63296,1,0,0
509,448,192,63296,1,0,0
510,64,192,63444,1,2,0
511,192,192,63444,1,0,0
512,448,192,63444,1,0,0
513,64,192,63890,1,0,0
514,320,192,63964,1,0,0
515,192,192,64038,1,0,0
516,448,192,64113,1,0,0
517,320,192,64187,1,6,0
518,64,192,64187,1,4,0
519,192,192,64484,1,8,0
520,448,192,64484,1,0,0
521,320,192,64781,1,2,0
522,192,192,64781,1,0,0
523,448,192,64929,1,0,0
524,320,192,65078,1,8,0
525,192,192,65227,1,0,0
526,64,192,65227,1,0,0
527,192,192,65524,1,0,0
528,448,192,65524,1,0,0
529,64,192,65821,1,0,0
530,320,192,65821,1,0,0
531,192,192,65969,1,2,0
532,320,192,66118,1,0,0
533,448,192,66266,1,8,0
534,320,192,66415,1,2,0
535,64,192,66563,1,2,0
536,448,192,66563,1,0,0
537,64,192,66860,1,8,0
538,192,192,66860,1,0,0
539,320,192,67157,1,2,0
540,448,192,67157,1,0,0
541,192,192,67454,1,8,0
542,64,192,67454,1,0,0
543,320,192,67603,1,0,0
544,64,192,67900,1,0,0
545,448,192,67900,1,0,0
546,192,192,68197,1,0,0
547,320,192,68197,1,0,0
548,448,192,68345,1,2,0
549,320,192,68345,1,0,0
550,320,192,68494,1,2,0
551,192,192,68494,1,0,0
552,192,192,68642,1,8,0
553,64,192,68642,1,0,0
554,192,192,68791,1,2,0
555,320,192,68791,1,0,0
556,64,192,68939,1,2,0
557,448,192,68939,1,0,0
558,64,192,69236,1,8,0
559,448,192,69236,1,0,0
560,64,192,69533,1,2,0
561,192,192,69533,1,0,0
562,320,192,69830,1,8,0
563,448,192,69830,1,0,0
564,64,192,69979,1,0,0
565,192,192,70276,1,0,0
566,448,192,70276,1,0,0
567,320,192,70573,1,0,0
568,448,192,70573,1,0,0
569,192,192,70722,1,0,0
570,64,192,70870,1,0,0
571,192,192,71019,1,8,0
572,320,192,71167,1,2,0
573,64,192,71316,1,2,0
574,448,192,71316,1,0,0
575,320,192,71613,1,8,0
576,448,192,71613,1,0,0
577,64,192,71910,1,8,0
578,320,192,71910,1,0,0
579,192,192,72058,1,2,0
580,448,192,72058,1,0,0
581,320,192,72355,1,2,0
582,448,192,72355,1,0,0
583,320,192,72652,1,2,0
584,448,192,72652,1,0,0
585,320,192,72949,1,2,0
586,448,192,72949,1,0,0
587,64,192,73098,1,2,0
588,192,192,73172,1,2,0
589,320,192,73246,1,2,0
590,448,192,73321,1,0,0
591,320,192,73395,1,2,0
592,320,192,73543,1,2,0
593,64,192,73692,1,6,0
594,448,192,73692,1,4,0
595,192,192,73989,1,8,0
596,320,192,73989,1,0,0
597,320,192,74286,1,2,0
598,448,192,74286,1,0,0
599,320,192,74434,1,0,0
600,192,192,74434,1,0,0
601,192,192,74583,1,8,0
602,64,192,74583,1,0,0
603,320,192,74731,1,0,0
604,448,192,74731,1,0,0
605,64,192,75029,1,0,0
606,320,192,75029,1,0,0
607,320,192,75326,1,0,0
608,448,192,75326,1,0,0
609,192,192,75474,1,2,0
610,64,192,75474,1,0,0
611,320,192,75623,1,0,0
612,448,192,75623,1,0,0
613,192,192,75771,1,8,0
614,64,192,75771,1,0,0
615,320,192,75920,1,2,0
616,192,192,76068,1,2,0
617,448,192,76068,1,0,0
618,64,192,76365,1,8,0
619,320,192,76365,1,0,0
620,192,192,76514,1,0,0
621,320,192,76662,1,2,0
622,448,192,76811,1,0,0
623,64,192,76811,1,0,0
624,320,192,77108,1,0,0
625,64,192,77108,1,0,0
626,64,192,77405,1,0,0
627,448,192,77405,1,0,0
628,320,192,77702,1,0,0
629,448,192,77702,1,0,0
630,192,192,77850,1,4,0
631,64,192,77850,1,0,0
632,448,192,77999,1,2,0
633,320,192,77999,1,0,0
634,64,192,78147,1,4,0
635,192,192,78147,1,0,0
636,320,192,78296,1,2,0
637,448,192,78370,1,0,0
638,320,192,78444,1,4,0
639,64,192,78444,1,0,0
640,192,192,78741,1,8,0
641,448,192,78741,1,0,0
642,64,192,79038,1,2,0
643,320,192,79038,1,0,0
644,192,192,79335,1,8,0
645,448,192,79335,1,0,0
646,320,192,79484,1,0,0
647,64,192,79781,1,0,0
648,192,192,79781,1,0,0
649,192,192,80078,1,0,0
650,448,192,80078,1,0,0
651,320,192,80227,1,2,0
652,192,192,80375,1,0,0
653,64,192,80524,1,8,0
654,192,192,80672,1,2,0
655,448,192,80672,1,0,0
656,64,192,80821,1,2,0
657,192,192,80969,1,8,0
658,320,192,81118,1,8,0
659,448,192,81266,1,8,0
660,320,192,81415,1,8,0
661,64,192,81415,1,0,0
662,448,192,81563,1,8,0
663,320,192,81860,1,8,0
664,64,192,82009,1,6,0
665,448,192,82009,1,4,0
666,448,192,82231,1,6,0
667,64,192,82231,1,4,0
668,64,192,82454,1,6,0
669,448,192,82454,1,4,0
670,192,192,82603,1,2,0
671,448,192,82603,1,0,0
672,320,192,82677,1,2,0
673,64,192,82677,1,0,0
674,192,192,82751,1,2,0
675,448,192,82751,1,0,0
676,64,192,82900,1,2,0
677,320,192,82900,1,0,0
678,192,192,83048,1,2,0
679,448,192,83048,1,0,0
680,64,192,83197,1,6,0
681,448,192,83197,1,4,0
682,320,192,83494,1,2,0
683,192,192,83494,1,0,0
684,64,192,83791,1,2,0
685,448,192,83791,1,0,0
686,64,192,84088,1,2,0
687,320,192,84088,1,0,0
688,192,192,84385,1,2,0
689,448,192,84385,1,0,0
690,320,192,84533,1,2,0
691,64,192,84533,1,0,0
692,320,192,84682,1,2,0
693,448,192,84682,1,0,0
694,192,192,84830,1,2,0
695,64,192,84830,1,0,0
696,320,192,84979,1,2,0
697,448,192,84979,1,0,0
