,x,y,start,type,hitsound,end
460,192,192,81606,1,0,0
461,192,192,81953,1,0,0
462,448,192,81953,128,0,82993
463,64,192,82300,1,0,0
464,64,192,82647,1,0,0
465,192,192,82647,1,0,0
466,64,192,82993,128,0,83340
467,320,192,83340,128,0,83514
468,448,192,83340,1,0,0
469,192,192,83514,128,0,83687
470,64,192,83687,128,0,83861
471,448,192,83861,128,0,84034
472,64,192,84034,1,0,0
473,320,192,84034,128,0,84207
474,192,192,84207,128,0,84381
475,320,192,84381,1,0,0
476,448,192,84381,1,0,0
477,64,192,84728,1,0,0
478,448,192,84728,1,0,0
479,192,192,85074,1,0,0
480,320,192,85248,1,0,0
481,64,192,85421,1,0,0
482,192,192,85421,1,0,0
483,320,192,85595,1,0,0
484,64,192,85768,128,0,86115
485,320,192,86115,128,0,86288
486,448,192,86115,1,0,0
487,192,192,86288,128,0,86462
488,64,192,86462,128,0,86635
489,448,192,86635,128,0,86809
490,64,192,86809,1,0,0
491,192,192,86809,128,0,86982
492,320,192,86982,128,0,87155
493,448,192,87155,1,0,0
494,192,192,87502,1,0,0
495,448,192,87502,1,0,0
496,64,192,87676,1,0,0
497,192,192,87849,1,0,0
498,448,192,88022,1,0,0
499,64,192,88196,1,0,0
500,320,192,88196,1,0,0
501,448,192,88369,1,0,0
502,192,192,88543,128,0,88716
503,320,192,88716,128,0,88889
504,192,192,88889,1,0,0
505,448,192,88889,128,0,89063
506,64,192,89063,128,0,89236
507,320,192,89236,128,0,89410
508,192,192,89410,128,0,89583
509,64,192,89583,1,0,0
510,448,192,89583,128,0,89756
511,320,192,89756,128,0,89930
512,192,192,89930,1,0,0
513,320,192,90277,1,0,0
514,448,192,90277,1,0,0
515,192,192,90450,1,0,0
516,64,192,90624,1,0,0
517,192,192,90797,1,0,0
518,320,192,90970,1,0,0
519,448,192,90970,1,0,0
520,192,192,91144,1,0,0
521,64,192,91317,128,0,91664
522,192,192,91664,128,0,91837
523,320,192,91664,1,0,0
524,448,192,91837,128,0,92011
525,64,192,92011,128,0,92184
526,320,192,92184,128,0,92358
527,64,192,92358,1,0,0
528,192,192,92358,128,0,92531
529,448,192,92531,128,0,92704
530,192,192,92704,1,0,0
531,192,192,93051,1,0,0
532,448,192,93051,1,0,0
533,64,192,93225,1,0,0
534,320,192,93398,1,0,0
535,64,192,93572,1,0,0
536,320,192,93745,1,0,0
537,448,192,93745,1,0,0
538,64,192,93918,1,0,0
539,320,192,94092,128,0,94439
540,192,192,94439,128,0,94612
541,448,192,94439,1,0,0
542,64,192,94612,128,0,94785
543,320,192,94785,128,0,94959
544,448,192,94959,128,0,95132
545,64,192,95132,1,0,0
546,192,192,95132,128,0,95306
547,320,192,95306,128,0,95479
548,64,192,95479,1,0,0
549,448,192,95479,1,0,0
550,320,192,95826,1,0,0
551,448,192,95826,1,0,0
552,448,192,96173,1,0,0
553,192,192,96346,1,0,0
554,320,192,96519,1,0,0
555,448,192,96519,1,0,0
556,192,192,96693,1,0,0
557,64,192,96866,128,0,97213
558,192,192,97213,1,0,0
559,448,192,97213,128,0,97387
560,320,192,97387,128,0,97560
561,64,192,97560,128,0,97733
562,192,192,97733,128,0,97907
563,64,192,97907,1,0,0
564,320,192,97907,128,0,98080
565,448,192,98080,128,0,98254
566,192,192,98254,1,0,0
567,320,192,98600,1,0,0
568,448,192,98600,1,0,0
569,64,192,98774,1,0,0
570,192,192,98947,1,0,0
571,64,192,99121,1,0,0
572,320,192,99294,1,0,0
573,448,192,99294,1,0,0
574,64,192,99467,1,0,0
575,448,192,99641,128,0,99814
576,192,192,99814,128,0,99988
577,64,192,99988,128,0,100161
578,448,192,99988,1,0,0
579,320,192,100161,128,0,100335
580,448,192,100335,128,0,100508
581,64,192,100508,128,0,100681
582,192,192,100681,1,0,0
583,448,192,100681,128,0,100855
584,320,192,100855,128,0,101028
585,64,192,101028,1,0,0
586,192,192,101028,1,0,0
587,320,192,101202,1,0,0
588,448,192,101375,1,0,0
589,64,192,101548,1,0,0
590,192,192,101722,1,0,0
591,448,192,101895,1,0,0
592,320,192,102069,1,0,0
593,192,192,102242,1,0,0
594,64,192,102415,1,0,0
595,448,192,102415,1,0,0
596,320,192,102589,1,0,0
597,192,192,102762,1,0,0
598,448,192,102936,1,0,0
599,64,192,103109,1,0,0
600,192,192,103283,1,0,0
601,320,192,103456,1,0,0
602,64,192,103629,1,0,0
603,320,192,103803,1,0,0
604,448,192,103803,1,0,0
605,64,192,103976,1,0,0
606,448,192,104150,1,0,0
607,192,192,104323,1,0,0
608,320,192,104496,1,0,0
609,448,192,104496,1,0,0
610,64,192,104670,1,0,0
611,448,192,104843,1,0,0
612,192,192,105017,1,0,0
613,320,192,105190,1,0,0
614,448,192,105190,128,0,105537
615,64,192,105537,128,0,105710
616,320,192,105537,1,0,0
617,192,192,105710,128,0,105884
618,320,192,105884,128,0,106057
619,448,192,105884,1,0,0
620,64,192,106057,128,0,106230
621,192,192,106230,1,0,0
622,448,192,106230,128,0,106404
623,320,192,106404,128,0,106577
624,64,192,106577,128,0,112126
625,192,192,106577,1,0,0
